method,sparse_rate,sparse_seed,anchor_count,anchor_count_std,valid_count,valid_count_std,mw_anchor_count,mw_anchor_count_std,mw_design_rank,mw_design_rank_std,rmse,rmse_std,mae,mae_std,median_ae,median_ae_std,p90_ae,p90_ae_std,p95_ae,p95_ae_std,bias_db,bias_db_std,std_error_db,std_error_db_std,count,count_std,los_rmse,los_rmse_std,nlos_rmse,nlos_rmse_std,high_wall_rmse,high_wall_rmse_std,unclipped_rmse,unclipped_rmse_std,unclipped_count,unclipped_count_std,clipped_pixel_fraction,clipped_pixel_fraction_std,non_anchor_rmse,non_anchor_rmse_std,non_anchor_mae,non_anchor_mae_std,non_anchor_p90_ae,non_anchor_p90_ae_std,non_anchor_count,non_anchor_count_std,non_anchor_los_rmse,non_anchor_los_rmse_std,non_anchor_nlos_rmse,non_anchor_nlos_rmse_std,free_space_rmse,free_space_rmse_std,free_space_mae,free_space_mae_std,free_space_p90_ae,free_space_p90_ae_std,free_space_count,free_space_count_std,wall_region_rmse,wall_region_rmse_std,rmse_delta_vs_multi_wall,rmse_delta_vs_multi_wall_std,rmse_delta_vs_direct_rf,rmse_delta_vs_direct_rf_std,num_rows
direct_extra_all_features,0.01,11,692.0,622.7342868092871,69171.2,62288.73393528756,692.0,622.7342868092871,3.4,0.490880693673816,2.8630526379413905,0.8195010970101043,1.897680285692215,0.5915834262417138,1.131780460357666,0.42315704780192925,4.750431129455566,1.4268023356339976,6.314308601379395,1.7742306038171725,-0.15336934847390513,0.2934346294166154,2.847660306930542,0.8064951981397702,69171.2,62288.73393528756,0.7426502159692691,0.33069576233713077,2.9734889989063267,0.851547941657287,3.10386122885255,0.8670641140059666,2.8630526379413905,0.8195010970101043,69171.2,62288.73393528756,3.7878787878787874e-06,7.5909546975019154e-06,2.875160506802647,0.8221149359386491,1.9098788349628448,0.5951116484520408,4.771023633003235,1.4292510289168607,68479.2,61665.9996840083,0.7439703722070786,0.33090862267430315,2.9860866212631776,0.8542970836303084,2.7719408645708223,0.807737133668681,1.8236725494861603,0.5741204265191077,4.588466821670532,1.4210739376265347,66369.0,61020.822224712116,4.1313446275673655,0.7657126000871407,-3.080356774665066,1.1066723329930777,-0.01821779023750756,0.07345206840979616,250
direct_rf_all_features,0.01,11,692.0,622.7342868092871,69171.2,62288.73393528756,692.0,622.7342868092871,3.4,0.490880693673816,2.8812704281788983,0.809225941417002,1.8929551503658295,0.5814512740277624,1.1178572731018066,0.41018874865729316,4.759432734489441,1.3854957519034738,6.353430785179138,1.722735808918419,-0.11484008028265089,0.2833587727943065,2.8670835738182068,0.8021931988193391,69171.2,62288.73393528756,0.7908054781241753,0.36604301979691295,2.9912635789840687,0.8428832914592804,3.121661602489098,0.8582904830579805,2.8812704281788983,0.809225941417002,69171.2,62288.73393528756,3.7878787878787874e-06,7.5909546975019154e-06,2.8939599080123766,0.8123140694969586,1.9061686828136444,0.585536998646602,4.781284452438355,1.3886849999121536,68479.2,61665.9996840083,0.792681993400838,0.3669891260290349,3.0044464692479234,0.8461071857347371,2.785396878108753,0.7911382503836709,1.816610725402832,0.5608780558793243,4.587856488227844,1.3712066858164564,66369.0,61020.822224712116,4.188274573630979,0.8173226011405145,-3.062138984427558,1.083478952909824,0.0,0.0,250
wallpath_extra,0.01,11,692.0,622.7342868092871,69171.2,62288.73393528756,692.0,622.7342868092871,3.4,0.490880693673816,2.966839214602491,0.8586174620749938,1.9214761936664582,0.6141443067197534,1.10836376953125,0.45460413821319906,4.818668835639953,1.3961001897664118,6.469882931709289,1.7425354375021902,0.024109174155746586,0.2387646954613804,2.9589483079910277,0.8526007090888561,69171.2,62288.73393528756,1.2872161582962989,0.6455981753854514,3.0707683992861448,0.8980585913987525,3.202675296261832,0.926083981036327,2.966839214602491,0.8586174620749938,69171.2,62288.73393528756,3.7878787878787874e-06,7.5909546975019154e-06,2.980939462399059,0.8625887469900966,1.9371733791828156,0.6192822955564464,4.842281791687012,1.4004391253308608,68479.2,61665.9996840083,1.2930138129058197,0.6482481822213011,3.0853476288709043,0.9022124697404924,2.8558696105900125,0.8265719868541298,1.8427731235027314,0.589338024589905,4.642174921035767,1.367697328839402,66369.0,61020.822224712116,4.410423348528224,1.1563532163522763,-2.9765701980039654,1.0335500152505293,0.08556878642359327,0.20685211561570163,250
wallpath_rf,0.01,11,692.0,622.7342868092871,69171.2,62288.73393528756,692.0,622.7342868092871,3.4,0.490880693673816,3.0016507847128033,0.8890632567172556,1.9234544043540955,0.6312248186040385,1.0935331268310546,0.4694536436138459,4.840607913970947,1.412822766875606,6.525826092720032,1.7652022749797132,0.02529987945628818,0.25151533590647096,2.993070436000824,0.8823452501114764,69171.2,62288.73393528756,1.4459881400734744,0.7303258461475443,3.103518788653597,0.9281981848849535,3.2384215466167836,0.9575410745785206,3.0016507847128033,0.8890632567172556,69171.2,62288.73393528756,3.7878787878787874e-06,7.5909546975019154e-06,3.0157349746999773,0.8931407294390968,1.9388126513957977,0.6364038146929377,4.864262384414673,1.4165757478984888,68479.2,61665.9996840083,1.452636828059597,0.7332331688726738,3.1180657416850326,0.932475478959217,2.8857231774488787,0.8524096898994007,1.8432237715721131,0.6054429052901088,4.659516500473022,1.3848097812097673,66369.0,61020.822224712116,4.4862201354356985,1.2545014517829478,-2.941758627893653,1.0261030669127373,0.12038035653390534,0.22596349185234138,250
wallpath_calibrated,0.01,11,692.0,622.7342868092871,69171.2,62288.73393528756,692.0,622.7342868092871,3.4,0.490880693673816,3.0049641640859837,0.780790689435121,2.0525504751205443,0.5468630516822784,1.3024071350097657,0.39730707918092506,4.970574281692505,1.3357485410732706,6.505603581428528,1.7198210864977308,-0.2893119485480711,0.3781972252214673,2.970185225009918,0.7691174868712067,69171.2,62288.73393528756,0.8164573035988796,0.3552243449736618,3.121995098560438,0.8175211769683454,3.2611079305471984,0.8340761511385445,3.0049641640859837,0.780790689435121,69171.2,62288.73393528756,3.7878787878787874e-06,7.5909546975019154e-06,3.018428469065023,0.7839516928766285,2.0675765910148622,0.5509669366479888,4.992171417236328,1.3403909318457017,68479.2,61665.9996840083,0.819962967617629,0.35660282528550075,3.1359796254037446,0.820896777175489,2.9136059546554267,0.7596139913555933,1.9808672814369201,0.5277728480105872,4.81544144153595,1.3109942460870176,66369.0,61020.822224712116,4.254742841908587,0.882967778096766,-2.938445248520472,1.0264526242103897,0.12369373590708617,0.12587386012806337,250
multi_wall_residual_idw,0.01,11,692.0,622.7342868092871,69171.2,62288.73393528756,692.0,622.7342868092871,3.4,0.490880693673816,3.6625549679301717,1.0137861875561909,2.4560344948768615,0.5982591806302922,1.6626737174987793,0.40624849593347506,5.588402027130127,1.391466607288018,7.310323802947998,1.8775469672421223,0.019234067250974478,0.24454743989974514,3.6557213373184205,1.0091107702466071,69171.2,62288.73393528756,2.9364508870575263,1.4064995115379781,3.740196767153457,1.078351011231551,3.8838838339177078,1.1305189242669749,3.6625549679301717,1.0137861875561909,69171.2,62288.73393528756,3.7878787878787874e-06,7.5909546975019154e-06,3.6810287069988235,1.0189122750499615,2.4808727960586547,0.60432653296968,5.613355715751648,1.3984301615759598,68479.2,61665.9996840083,2.95140561641891,1.412857967619609,3.7590348834424767,1.083772647838019,3.5225389134261444,0.9299569280933435,2.3832302503585816,0.574305108987049,5.45240299987793,1.3572724870178627,66369.0,61020.822224712116,5.342898443344133,2.237415882341519,-2.2808544446762844,0.8249157863329871,0.781284539751274,0.49969776051410714,250
idw,0.01,11,692.0,622.7342868092871,69171.2,62288.73393528756,692.0,622.7342868092871,3.4,0.490880693673816,4.226791240936065,0.9158472118717694,3.1134957756996156,0.6916638605864972,2.3322286071777345,0.5625274201231809,6.925487844467163,1.5332311772562564,8.686809621810912,1.9342080099868575,-0.14541314579360187,0.38794881264883907,4.209111968994141,0.9041160768578386,69171.2,62288.73393528756,7.728450914642812,3.3334789325657,3.988118844095416,0.8996734443158723,3.985630790826276,0.8719783026628657,4.226791240936065,0.9158472118717694,69171.2,62288.73393528756,3.7878787878787874e-06,7.5909546975019154e-06,4.248110468931707,0.9204828986823489,3.144982888698578,0.6986818815529661,6.950927085876465,1.5387908180556213,68479.2,61665.9996840083,7.767121477918229,3.343077767319458,4.008210618758423,0.9042248251219824,4.1872958398125695,0.9131280759483731,3.08014680480957,0.6872084563167661,6.8592494640350345,1.5292538806873337,66369.0,61020.822224712116,4.895798216085926,0.789890088204052,-1.716618171670391,1.081262348006229,1.3455208127571674,0.3930387638998425,250
direct_rf_sparse_anchor,0.01,11,692.0,622.7342868092871,69171.2,62288.73393528756,692.0,622.7342868092871,3.4,0.490880693673816,5.024678025220698,1.0427438215345763,3.6402273931503295,0.8467960619144116,2.6595158538818358,0.9207915913473383,8.449758081436157,1.8355590668017834,10.507860328674317,2.231358917165923,-0.9019000315251761,0.9317810429244618,4.86064925289154,1.015464588054638,69171.2,62288.73393528756,0.8385467901393411,0.39748771698712215,5.2275150233872205,1.10160766046745,5.498425206090017,1.0891779124672203,5.024678025220698,1.0427438215345763,69171.2,62288.73393528756,3.7878787878787874e-06,7.5909546975019154e-06,5.024811853306393,1.042907984543548,3.6403219280242918,0.8469915612350648,8.450007955551147,1.8352293860304372,68479.2,61665.9996840083,0.8381236724549925,0.39682580004801005,5.227643261808494,1.1018124609822844,4.953034311741554,1.0417066747461343,3.572448860168457,0.8512083427827105,8.342461233139039,1.8373175635016115,66369.0,61020.822224712116,6.0614047922672,1.1035179198581375,-0.9187313873857574,0.852576538137602,2.1434075970418007,0.7397690565725354,250
multi_wall,0.01,11,692.0,622.7342868092871,69171.2,62288.73393528756,692.0,622.7342868092871,3.4,0.490880693673816,5.943409412606456,1.29622786658027,4.558371753692627,0.9912853457277524,3.7259538269042967,0.9396364816696083,9.383792726516724,1.989521808975364,11.501405654907227,2.4670090624443892,0.026464110383531077,0.305239800192436,5.9363455991744996,1.2929536474180028,69171.2,62288.73393528756,5.612014915405259,2.0577751134457185,5.992056026941924,1.3455449139963205,6.154993553294487,1.3965562807429632,5.943409412606456,1.29622786658027,69171.2,62288.73393528756,3.7878787878787874e-06,7.5909546975019154e-06,5.9451459667652715,1.297433131789679,4.5592305355072025,0.9914264828563821,9.385566347122193,1.9903725663899248,68479.2,61665.9996840083,5.613810285215156,2.0602902210479224,5.993771820092241,1.346962023655529,5.8429542543826845,1.2540623608618642,4.506923578262329,0.9887858198137892,9.288927354812621,1.9845548775956143,66369.0,61020.822224712116,7.292743241476517,2.3409074363835445,0.0,0.0,3.062138984427558,1.083478952909824,250
direct_rf_geometry,0.01,11,692.0,622.7342868092871,69171.2,62288.73393528756,692.0,622.7342868092871,3.4,0.490880693673816,6.184521392150151,1.226749932954205,4.37391706609726,1.0543726701833311,3.0276481437683107,1.2298850785527045,10.509779420852661,2.227313453406288,13.196958318710328,2.6542645208860987,0.029399837423115967,2.5042584974254902,5.70589474105835,0.9734467620049468,69171.2,62288.73393528756,0.8360209039489733,0.44016925936849555,6.42969923628051,1.2600470420428578,6.794038461155249,1.3102039739355207,6.184521392150151,1.226749932954205,69171.2,62288.73393528756,3.7878787878787874e-06,7.5909546975019154e-06,6.184457518990128,1.2269662551960536,4.373766077995301,1.0546807744524094,10.509669380187988,2.227830702873608,68479.2,61665.9996840083,0.8358668550439636,0.4398586343574529,6.429605905189292,1.2603023646937415,6.079894512769848,1.2550367663908728,4.2825587067604065,1.0841226587063628,10.345566673278809,2.2684816992764802,66369.0,61020.822224712116,7.889499888627125,1.7579358436902837,0.24111197954369512,1.4423334347954975,3.3032509639712533,1.2978588972473835,250
log_distance,0.01,11,692.0,622.7342868092871,69171.2,62288.73393528756,692.0,622.7342868092871,3.4,0.490880693673816,7.4671650562617105,1.9941532996016245,6.012729655265808,1.7092446785426694,5.200783969879151,1.7108505887758705,12.127714574813842,3.1893012053471854,14.272851078033447,3.5993800159631184,-0.01943504170048982,0.42248869966817126,7.45721138381958,1.9871889338994,69171.2,62288.73393528756,9.518190007197315,3.993266017072289,7.264930118736629,1.97672282835385,7.248973406766472,1.9854761057121713,7.4671650562617105,1.9941532996016245,69171.2,62288.73393528756,3.7878787878787874e-06,7.5909546975019154e-06,7.467630422615299,1.9939250975562024,6.0129911403656005,1.7089195238670591,12.12859228515625,3.1894610206454486,68479.2,61665.9996840083,9.520735493947571,3.9957361828049933,7.265143917758831,1.9763233470767696,7.460261775864281,2.0009857997127267,6.008638582229614,1.7170144989039624,12.114070322036744,3.1946578641967,66369.0,61020.822224712116,7.635061687023825,1.887625619422135,1.5237556436552546,1.4689448413885478,4.585894628082813,1.443587521621264,250
